,name,type,extension,path,date
1249,142760,ohlcv,parquet,/ohlcv/142760.parquet,20251124
1250,214260,ohlcv,parquet,/ohlcv/214260.parquet,20251124
1251,093520,ohlcv,parquet,/ohlcv/093520.parquet,20251124
1252,024090,ohlcv,parquet,/ohlcv/024090.parquet,20251124
1253,005490,ohlcv,parquet,/ohlcv/005490.parquet,20251124
1254,272550,ohlcv,parquet,/ohlcv/272550.parquet,20251124
1255,086710,ohlcv,parquet,/ohlcv/086710.parquet,20251124
1256,078930,ohlcv,parquet,/ohlcv/078930.parquet,20251124
1257,348370,ohlcv,parquet,/ohlcv/348370.parquet,20251124
1258,032620,ohlcv,parquet,/ohlcv/032620.parquet,20251124
1259,044180,ohlcv,parquet,/ohlcv/044180.parquet,20251124
1260,000520,ohlcv,parquet,/ohlcv/000520.parquet,20251124
1261,036630,ohlcv,parquet,/ohlcv/036630.parquet,20251124
1262,052260,ohlcv,parquet,/ohlcv/052260.parquet,20251124
1263,466100,ohlcv,parquet,/ohlcv/466100.parquet,20251124
1264,030960,ohlcv,parquet,/ohlcv/030960.parquet,20251124
1265,288330,ohlcv,parquet,/ohlcv/288330.parquet,20251124
1266,339770,ohlcv,parquet,/ohlcv/339770.parquet,20251124
1267,004310,ohlcv,parquet,/ohlcv/004310.parquet,20251124
1268,003100,ohlcv,parquet,/ohlcv/003100.parquet,20251124
1269,0030R0,ohlcv,parquet,/ohlcv/0030R0.parquet,20251124
1270,009070,ohlcv,parquet,/ohlcv/009070.parquet,20251124
1271,082270,ohlcv,parquet,/ohlcv/082270.parquet,20251124
1272,023600,ohlcv,parquet,/ohlcv/023600.parquet,20251124
1273,460850,ohlcv,parquet,/ohlcv/460850.parquet,20251124
1274,051900,ohlcv,parquet,/ohlcv/051900.parquet,20251124
1275,293780,ohlcv,parquet,/ohlcv/293780.parquet,20251124
1276,278650,ohlcv,parquet,/ohlcv/278650.parquet,20251124
1277,015760,ohlcv,parquet,/ohlcv/015760.parquet,20251124
1278,002030,ohlcv,parquet,/ohlcv/002030.parquet,20251124
1279,008060,ohlcv,parquet,/ohlcv/008060.parquet,20251124
1280,074600,ohlcv,parquet,/ohlcv/074600.parquet,20251124
1281,004140,ohlcv,parquet,/ohlcv/004140.parquet,20251124
1282,248170,ohlcv,parquet,/ohlcv/248170.parquet,20251124
1283,086450,ohlcv,parquet,/ohlcv/086450.parquet,20251124
1284,006620,ohlcv,parquet,/ohlcv/006620.parquet,20251124
1285,000480,ohlcv,parquet,/ohlcv/000480.parquet,20251124
1286,014280,ohlcv,parquet,/ohlcv/014280.parquet,20251124
1287,474170,ohlcv,parquet,/ohlcv/474170.parquet,20251124
